FACILITY NAME,ALT_FAC_NAME,UNIT NAME,CLASS,TYPE,REGION,PSGC_1,PROVINCE,PSGC_2,CITY/MUNICIPALITY,PSGC_3,BARANGAY,PSGC_4,STREET ADDRESS,UPDATED TEL NUMBER,Latitude,Longitude,EMAIL,SCHEDULE,WEBSITE,FB,COMMENTS,CONTRIBUTOR,SOURCE,
Ifugao Provincial Hospital,,,,Identified HIV Testing/Counselling Facility,CAR,,Ifugao,,Lagawe,,,,"Natuwolan Cudog, Lagawe, Ifugao",63 9165255432,16.810557,121.104754,,,X,https://www.facebook.com/pages/Ifugao-Provincial-Hospital/313070739156339,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Kalinga Provincial Hospital,,,Government,Identified HIV Testing/Counselling Facility,CAR,,Kalinga,,Tabuk,,,,"Bulanao, Tabuk, Kalinga",63 9164542753,17.409827,121.439966,,24-Jul,X,https://www.facebook.com/Kalinga-Provincial-Hospital-KPH-104311524594426/,,AM Gososo,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Tabuk Clinical And Drug Testing Laboratory,,,Private,Identified HIV Testing/Counselling Facility,CAR,,Kalinga,,Tabuk,,,,"Purok 5, Bulanao, Tabuk, Kalinga",63 9175418668,17.411133,121.440481,,08:00-17:00,,,,AM Gososo,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Luis Hora Memorial Regional Hospital,,,,Identified HIV Testing/Counselling Facility,CAR,,Mountain Province,,Bauko,,,,"Abatan, Bauko, Mountain Province",63 9204972746,16.981093,120.853574,lhmrh_doh@yahoo.com,,http://luishora.doh.gov.ph/,https://www.facebook.com/pages/category/Hospital/Luis-Hora-Memorial-Regional-Hospital-758774977593805/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Bontoc General Hospital,,,Government,Identified HIV Testing/Counselling Facility,CAR,,Mountain Province,,Bontoc,,,,"Bontoc, Mountain Province",63 9086244053,17.093734,120.976659,bontocgh@gmail.com,,X,https://www.facebook.com/bontocgen/,,Mikko Tamura,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
St. Theodore Hospital,,,,Identified HIV Testing/Counselling Facility,CAR,,Mountain Province,,Sagada,,,,"2619 Sagada, Mt. Province",63 9283327817,17.084888,120.902192,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Bangui District Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Ilocos Norte,,Bangui,,,,"Brgy. Abaca, Bangui",63 776761158,18.53337,120.761983,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Mariano Marcos Memorial Medical Center,,,Government,Treatment Hub,Region I,PH010000000,Ilocos Norte,,Batac City,,,,"Brgy. 6, San Julian, Batac City",63 77 7923144; 63 77 6008000,18.060543,120.559522,marl_otayza@yahoo.com; mmmh_doh@yahoo.com,,http://mmmhmc.doh.gov.ph/,,,Sedric Suringa,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Gov. Roque B. Ablan Sr. Memorial Hospital,,,,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Ilocos Norte,,Laoag City,,,,"Brgy. 23, P. Gomez St., Laoag City",63 77 7721836,18.199509,120.601316,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Karmelli Hospital,,,Private,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Ilocos Norte,,Laoag City,,,,"# 2 Legaspi Street, Brgy 29, Laoag City, Ilocos Norte",63 77 7222752,18.191718,120.610275,karmelliclinic_hospital@yahoo.com,24-Jul,https://karmellihospital.wordpress.com/,,,Sedric Suringa 2,https://www.webbline.com/hiv-testing-centers/,
Laoag Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Ilocos Norte,,Laoag City,,,,"Provincial Health Office Building. P. Gomez Street, Barangay 10, Tupaz, Laoag City",63 77 7720289; 63 9189797491,18.199706,120.60258,,,,,,,https://www.webbline.com/hiv-testing-centers/,
Metro Vigan Hospital,Metro Vigan Multipurpose Cooperative Hospital,,,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Ilocos Sur,,Bantay,,,,"Roxas Dike, Bantay",63 77 722577174,17.580729,120.38659,,,https://www.mvmch.net/,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Candon Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Ilocos Sur,,Candon City,,,,"National Highway, San Juan, Candon, Ilocos Sur",63 77 7425008,17.19549,120.448952,,,http://candoncity.gov.ph/services/health-services/,,,,https://www.webbline.com/hiv-testing-centers/,
Reyes Clinic and Hospital,,,Private,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Ilocos Sur,,Sta. Maria,,,,"Simpson St., Poblacion Sur, Sta. Maria",63 77 7325511,17.366113,120.481942,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Lacasandile Medical Clinic and Diagnostic Center,,,Private,Primary HIV Care Facility,Region I,PH010000000,Ilocos Sur,,Tagudin,,,,"Bgy. Lacong National Highway, Tagudin Ilocos Sur",63 9062518009; 63 9273255830,16.93021,120.4537,lacasandilemcdc@gmail.com / hr.lacasandilemcdc@gmail.com,Mo-Sa 8:00-19:00; Su by appointment,X,https://www.facebook.com/lacasandilemcdc,,Sedric Suringa,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Ilocos Sur Provincial Hospital,Gabriela Silang General Hospital,,Government,Treatment Hub,Region I,PH010000000,Ilocos Sur,,Vigan City,,,,"Quirino Blvd., Tamag Vigan Ilocos Sur",63 9272957363; 63 9175641530; 63 77 6741309,17.55353,120.379741,,24-Jul,,,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Saint James Hospital,,,Private,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Ilocos Sur,,Vigan City,,,,"Pantay Daya Rd, Vigan City, Ilocos Sur",63 77 7222945,17.579179,120.378948,,24-Jul,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
La Union Medical Center,,,,Identified HIV Testing/Counselling Facility,Region I,PH010000000,La Union,,Agoo,,,,"Nazareno, Agoo, La Union
",63 72 6075938,16.346542,120.363942,,Mo-Fr 08:00-17:00; Sa 08:00-12:00,https://lumc.gov.ph/,,,Franklin Maraya,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Bethany Hospital Inc.,,,Private,Identified HIV Testing/Counselling Facility,Region I,PH010000000,La Union,,San Fernando City,,,,"Widdoes St., San Fernando La Union",63 72 2420804; 63 72 7005260,16.613868,120.317616,,,X,https://www.facebook.com/Bethany-Hospital-Inc-110279467062482/,,Franklin Maraya,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Ilocos Training and Regional Medical Center,,,Government,Treatment Hub,Region I,PH010000000,La Union,,San Fernando City,,,,"Parian, San Fernando City, La Union",63 72 6076418; 63 72 6079912; 63 9266107255,16.591327,120.318188,itrmc2010@yahoo.com; emb3patho@yahoo.com,"Mo,We,Fr 08:00-12:00",http://itrmc.doh.gov.ph/,,,Sedric Suringa,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
La Union Medical Diagnostic Center and Hospital,,,Private,Identified HIV Testing/Counselling Facility,Region I,PH010000000,La Union,,San Fernando City,,,,"Ancheta St., Catbangen, City of San Fernando, La Union",63 72 2424796; 63 72 8887801,16.614701,120.315685,,24-Jul,http://lumed.com.ph/,,,JR Dizon; Franklin Maraya,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Lorma Medical Center Laboratories,,,Private,Identified HIV Testing/Counselling Facility,Region I,PH010000000,La Union,,San Fernando City,,,,"National Highway Carlatan, San Fernando, La Union",63 72 7000000 loc. 139; 63 72 2423621,16.631499,120.318066,,,http://lmc.lorma.org/,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Alaminos Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,Alaminos,,,,,63 75 5512956; 63 75 6541142,16.156507,119.978618,,,,,,,https://www.webbline.com/hiv-testing-centers/,
Alaminos Doctors Hospital,,,,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,Alaminos City,,,,"Bolaney, Alaminos City",63 75 5415271,16.130784,119.970748,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Dagupan Doctor's Villaflor Memorial Clinic Laboratory,,,Private,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,Dagupan City,,,,"Mayombo District, Dagupan City",63 75 5155636; 63 75 5155636,16.037613,120.346977,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Hi-Precision Diagnostics (Dagupan City Branch),,,Private,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,Dagupan City,,,,"G/F BHF Family Plaza, Mayombo District, Dagupan City",,16.03843,120.346284,info@hi-precision.com.ph,"
Mo-Sa 06:00-16:00",https://www.hi-precision.com.ph/,,,Papu Torres,https://www.webbline.com/hiv-testing-centers/,
Luzon Medical Center,,,,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,Dagupan City,,,,"Tapuac District, Dagupan City",63 75 5158853; 63 75 5152149,16.033431,120.332404,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Medical Centrum Dagupan Inc.,,,,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,Dagupan City,,,,"A. B. Fernandez Ave. East, Dagupan City",63 75 5156464; 63 75 5225725,16.04618,120.352521,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Nazareth General Hospital,,,Private,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,Dagupan City,,,,"203 Perez Blvd, Downtown District, Dagupan, 2400 Pangasinan",63 75 5221151; 63 75 5220044,16.040892,120.340436,ngh1959@yahoo.com,24-Jul,https://www.nazarethgeneralhospital.com/,,,Sedric Suringa 2,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Region 1 Medical Center,,,Government,Treatment Hub,Region I,PH010000000,Pangasinan,,Dagupan City,,,,"Arellano Street, Dagupan, Pangasinan",63 75 5158916; 63 75 5153030,16.048465,120.341117,region1mc@gmail.com,24-Jul,http://r1mc.doh.gov.ph,,,Sedric Suringa,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Specialist Group Hospital and Trauma Center,,,,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,Dagupan City,,,,"Tapuac District, Dagupan City",63 75 5222254; 63 75 5230131,16.030745,120.329102,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Lingayen District Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,Lingayen,,,,,63 75 5422295; 63 75 6620235,16.018372,120.229794,,,,,,,https://www.webbline.com/hiv-testing-centers/,
Dr. Marcelo M. Chan Memorial Hospital,,,,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,Rosales,,,,"2441 Mac Arthur Highway, Carmen West, Rosales, Pangasinan",63 75 5823303; 63 75 5643815,15.883558,120.598476,,,X,https://www.facebook.com/dmmcmhi1965/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Elguira General Hospital,,,,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,San Carlos City,,,,"Rizal Avenue, San Carlos City, Pangasinan",63 75 5324481,15.93761,120.34659,,,X,https://www.facebook.com/elguirageneralhospital/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Pangasinan Doctors Hospital,,,,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,San Carlos City,,,,"Rizal Avenue, San Carlos City",63 75 5323629; 63 75 5326078,15.93996,120.34549,,,X,https://www.facebook.com/PDHCare/,,Mikko Tamura,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Pangasinan Provincial Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,San Carlos City,,,,"Brgy Bolingit, San Carlos City, Pangasinan",63 75 5322603,15.954358,120.349588,,24-Jul,X,https://www.facebook.com/Pangasinan-Provincial-Hospital-443913785811188/,,Carmela Magayanes,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Virgen Milagrosa Medical Center,,,Private,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,San Carlos City,,,,"1 Martin P. Posadas Ave., San Carlos City",63 75 9555054; 63 75 5322380,15.920309,120.34169,,,X,https://facebook.com/VMMCOfficial/,,Jerome Enriquez,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Urdaneta Sacred Heart Hospital Clinical Laboratory,,,,Identified HIV Testing/Counselling Facility,Region I,PH010000000,Pangasinan,,Urdaneta City,,,,"St. Vincent, Urdaneta City",63 75 5682294; 63 75 5656329,15.980708,120.570883,,,X,https://facebook.com/pages/Urdaneta-Sacred-heart-Hospital/1226479424144961,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Cagayan Valley Medical Center (CVMC),,,Government,Treatment Hub,Region II,PH010000000,Cagayan,,Tuguegarao,,,Back up contact for Region 2: Sheena (09773464689),"Dalan na Pagayaya, Carig Sur, Tuguegarao, Cagayan",63 78 3041410; 63 78 3041810; 63 9357946280,17.656543,121.747218,cvmcr2@gmail.com,Mo-Fr 08:00-17:00,http://cvmc.doh.gov.ph/,,,John Mojica,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Cagayan Valley Sanitarium and Hospital,,,,Identified HIV Testing/Counselling Facility,Region II,PH010000000,Isabela,,Santiago City,,,,"P-5 Mabini, Maharlika Hi-way Santiago",63 78 6828486; 63 78 6822548,16.696519,121.566721,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Santiago City Health Office,,Santiago City Social Hygiene Clinic,Government,Primary HIV Care Facility,Region II,PH010000000,Isabela,,Santiago City,,,,"Santiago-Tuguegarao Road, San Andres, Santiago, 3311",63 78 3052775; 63 9175649984,16.70382,121.55858,cho.santiago@gmail.com,Mo-Fr 08:00-17:00,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Region 2 Trauma and Medical Center,Veterans Regional Hospital,HIV and AIDS Core Team Clinic,Government,Treatment Hub,Region II,PH010000000,Nueva Vizcaya,,Bayombong,,,,"Magsaysay, Bayombong, Nueva Vizcaya",63 78 8053561 loc. 1225; 63 9778151609,16.484245,121.134704,r2tmc2019@gmail.com,Mo-Fr 08:00-17:00,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Accucell Diagnostic Center,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Rizal,,Antipolo,,,,"Rm 219-221, Femar / FBM Bldg., M.L Quezon St., San Roque, Antipolo, Rizal",63 2 6305210; 63 2 6966751,14.581425,121.175894,,Mo-Sa 06:00-19:00,,,,John Mojica,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Madonna General Hospital,,,,Identified HIV Testing/Counselling Facility,Region IV-A,,Batangas,,Balayan,,,,"153 Antorcha, Balayan, Batangas",63 43 2116557,13.93964,120.7324,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Batangas Medical Center,Batangas Regional Hospital,BATMC Wellness Zone,Government,Treatment Hub,Region IV-A,,Batangas,,Batangas City,,,,"Kumintang Ibaba, Batangas City",63 43 7408307 loc. 1121; 63 9338617592; 63 9982902099,13.766971,121.066778,batmedcen@yahoo.com,Mo-Fr 08:00-17:00,http://batmc.doh.gov.ph/,,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
EBD Batangas City Health Laboratory,,Batangas Social Hygiene Clinic,Government,Primary HIV Care Facility,Region IV-A,,Batangas,,Batangas City,,,,"City Health Office P. Burgos St., Batangas",63 43 7232506; 63 43 7232472,13.75599,121.05826,,Mo-Fr 08:00-17:00,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Golden Gate General Hospital,,,,Identified HIV Testing/Counselling Facility,Region IV-A,,Batangas,,Batangas City,,,,"17 Prieto St., Batangas City, Batangas",63 43 7233011 loc. 107,13.7575,121.06172,,,,,,Mikko Tamura,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
St. Patricks Hospital Medical Center,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Batangas,,Batangas City,,,,"Lopez Jaena St., Batangas",63 43 7238196; 63 43 7232745,13.75569,121.06023,,,,,,Mikko Tamura,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Metro Lemery Medical Center,,,,Identified HIV Testing/Counselling Facility,Region IV-A,,Batangas,,Lemery,,,,"Palanas, Lemery Batangas",63 43 4090480; 63 43 4110480,13.88775,120.91197,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Daniel O. Mercado Medical Center,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Batangas,,Lipa City,,,,"No. 1 Press. Jose P. Laurel Highway, Tanauan Batangas",63 43 7781810; 63 43 7780960,14.07972,121.15088,,,,,,Reynier Tasico,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Lipa Medix Medical Center,,,,Identified HIV Testing/Counselling Facility,Region IV-A,,Batangas,,Lipa City,,,,"Along National Hi-way, Balintawak Lipa Batangas",63 43 7563008 loc. 1018; 63 43 7570088,13.94746,121.15724,,,,,,Reynier Tasico,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
N.L Villa Memorial Medical Center,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Batangas,,Lipa City,,,,"F. Manalo St., Lipa City Batangas",63 43 7561217; 63 43 7571281,13.93871,121.16556,nlvmmc__laboratory@yahoo.com,,,,,Reynier Tasico,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Shechem Laboratory and Polymedical Center,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Batangas,,Nasugbu,,,,"Nasugbu, Batangas",63 43 9310306,14.072505,120.632488,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Hi-Precision Diagnostics (Rosario Batangas Branch),,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Batangas,,Rosario,,,,"Medical Expert Building, National Road, Brgy. San Roque, Rosario Batangas",63 9338259509; 63 9175026776; 63 43 7408824,13.852044,121.203794,info@hi-precision.com.ph,Mo-Sa 06:00-16:00,https://www.hi-precision.com.ph/,,,Papu Torres,https://www.webbline.com/hiv-testing-centers/,
Mary Mediatrix Medical Center,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Batangas,,Lipa City,,,,"J.P. Laurel Highway, Mataas na Lupa, Lipa Batangas",63 43 7849999; 63 43 7736800,13.943827,121.151772,mmmcadm@yahoo.com,,https://mediatrixmedcenter.com.ph/,,,Reynier Tasico,,
St. Frances Cabrini Medical Center,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Batangas,,Sto. Tomas,,,,"Maharlika Hi-way Poblacion St. Sto. Tomas, Batangas",63 43 7784811; 63 43 3182432,14.109026,121.145163,,,http://www.cabrinimed.com/,,,Reynier Tasico,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
CP Reyes Hospital,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Batangas,,Tanauan,,,,"A. Mabini Ave., Tanauan City Batangas",63 43 7781119,14.084421,121.14949,,,X,https://www.facebook.com/cpreyeshospital/,,Reynier Tasico,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Bacoor Social Hygiene Clinic,,,Government,Primary HIV Care Facility,Region IV-A,,Cavite,,Bacoor,,,,"Floraville Subd., Brgy. Panapaan, Bacoor city",63 9086144183; 63 9366767901; 63 9977046886,14.448313,120.955722,,Tu-Fr 08:00-17:00,,,,John Robert,Local Knlowledge,
LoveYourself Hero,,,NGO,Primary HIV Care Facility,Region IV-A,,Cavite,,Bacoor,,,,"EMA Building 2nd Floor, Unit 5 and 6, Emilio Aguinaldo Highway, Bacoor, Cavite",63 56 4903747; 63 9064839040,14.448282,120.954128,info@loveyourself.ph,,http://loveyourself.ph,,,,https://www.webbline.com/hiv-testing-centers/,
Dasmariñas City Health Office,,Dasmariñas Social Hygiene Clinic,Government,Primary HIV Care Facility,Region IV-A,,Cavite,,Dasmarinas,,,,"Zone 2, Manggubat St., City Health Office 1, Dasmarinas, Cavite",63 46 4160279; 63 9228842553; 63 9553077125; 63 9555885677,14.329365,120.931591,cho1_dasma@gmail.com,Mo-Fr 08:00-17:00,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Dela Salle University Medical Center,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Cavite,,Dasmarinas,,,,"Congressional Avenue, Dasmarinas, Cavite",63 46 4818000,14.327156,120.943571,webteam@dlshsi.edu.ph,24-Jul,http://www.dlshsi.edu.ph/,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Hi Precision Diagnostics (Central Mall Branch),,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Cavite,,Dasmarinas,,,,"Central Mall, Salitran Road, Dasmarinas",63 46 4241796; 63 46 4241672; 63 9328908920; 63 9178192261,14.350241,120.938425,info@hi-precision.com.ph,Mo-Sa 06:000-17:00; Su 06:00-12:00,https://www.hi-precision.com.ph/branch.do?item_id=1024247024,,,,https://www.webbline.com/hiv-testing-centers/,
Centralle Medical (Imus Branch),,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Cavite,,Imus City,,,,"Nueno Avenue, Tanzang Luma I, Imus, Cavite",63 46 84020258,14.42522,120.93977,,Mo-Sa 07:00-17:00,http://centrallemedical.com/imus-cavite/,,,,https://www.webbline.com/hiv-testing-centers/,
"
Velarde Health Center",,Imus Social Hygiene Clinic/ Imus Reproductive and Wellness Center,Government,Primary HIV Care Facility,Region IV-A,,Cavite,,Imus City,,,,"Medicion 1C, Velarde Subdivision, Imus",63 46 4344057; 63 9267013539; 63 9258787158; 63 9176233201; 63 9190734978,14.438002,120.927812,,"Mo-Fr 08:00-16:00, Sa 13:00-17:00",,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Medical Center Imus,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Cavite,,Imus City,,,,"Diversion Road, Palico II, Imus Cavite",63 46 4723987; 63 46 4723982 loc. 118,14.42637,120.946494,,24-Jul,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Sto. Domingo Diagnostic and Medical Center Corp.,,,,Identified HIV Testing/Counselling Facility,Region IV-A,,Cavite,,Rosario,,,,"Rosario, Cavite",63 46 4379463; 63 46 4372905; 63 46,14.401619,120.861014,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
General Emilio Aguinaldo Memorial Hospital,,,Government,Treatment Hub,Region IV-A,,Cavite,,Trece Martirez,,,,"Brgy. Luciano, Trece Martirez City, Cavite",63 46 6860856; 63 9773325852; 63 9213241693,14.27555,120.87055,pho1_cavite@yahoo.com,Mo-Fr 08:00-17:00,,,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Ospital ng Biñan,,ONB HIV Treatment Hub,Government,Treatment Hub,Region IV-A,,Laguna,,Binan,,,,"Canlalay Bridge, Biñan, Laguna",63 49 5114119; 63 9159065585; 63 9166800299,14.33709,121.074322,ospitalngbiñan_315@yahoo.com,Mo-Fr 08:00-17:00,,,"Ospital ng Bi√±an is also offering ARV refill support to Cabuyao, San Pedro, Sta. Rosa, and Calamba, please coordinate with Joriz RN for more details",,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
University of Perpetual Help-Dr. Jose Tamayo Medical Center,,,,Identified HIV Testing/Counselling Facility,Region IV-A,,Laguna,,Binan,,,,"National Highway, Brgy. Sto. Nino, Binan, Laguna",63 49 5119799 loc. 2018,14.330448,121.084963,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Calamba Doctors Hospital,,Plus Life Center,Private,Treatment Hub,Region IV-A,,Laguna,,Calamba City,,,,"San Cristobal Bridge, Calamba, Laguna",63 49 5457371,14.21712,121.14193,amsi_cdh@yahoo.com,Mo-Fr 08:00-17:00,,,,Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Calamba Medical Center,,,,Identified HIV Testing/Counselling Facility,Region IV-A,,Laguna,,Calamba City,,,,"National Highway, Crossing, Calamba City, Laguna",63 49 5456080 loc. 1217,14.21714,121.141955,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Hi-Precision Diagnostics (Calamba City Branch),,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Laguna,,Calamba City,,,,"G/F Andenson Building III, National Highway, Brgy. Parian, Calamba City, Laguna",63 9257075131; 63 9177028748; 63 49 5089872,14.208904,121.154452,info@hi-precision.com.ph,Mo-Sa 06:00-16:00,https://www.hi-precision.com.ph/,,,Papu Torres,https://www.webbline.com/hiv-testing-centers/,
San Pablo Colleges Medical Center,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Laguna,,San Pablo,,,,"Brgy. San RafaelMaharlika Hi-way, San Pablo Laguna",63 49 5620726; 63 49 5620728,14.070628,121.306891,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
San Pablo Social Hygiene Clinic,,,Government,Primary HIV Care Facility,Region IV-A,,Laguna,,San Pablo,,,,"City Governance Bldg, Apolinario Mabini Ext, Barangay 5A, San Pablo City",63 49 5628116; 63 49 5627872; 63 9173129663,14.07461,121.324935,,Mo-Fr 08:00-17:00,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Evangelista Multi Specialty Hospital,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Laguna,,San Pedro,,,,"Macaria Drive cor J.P. Rizal, Pacita Complex, San Pedro, Laguna",63 49 8084895,14.342048,121.058182,,,,,,Cham,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Jose Amante Hospital City of San Pedro,,,Government,Identified HIV Testing/Counselling Facility,Region IV-A,,Laguna,,San Pedro,,,,,63 2 8685284,14.364959,121.055953,,,,,,Cham,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Laguna Medical Center,Laguna Provincial Hospital,LMC HACT Clinic,Government,Treatment Hub,Region IV-A,,Laguna,,Sta. Cruz,,,,"J. De Leon St, Santa Cruz, Laguna",63 49 5433351; 63 9178465901; 63 9070406343,14.275543,121.419032,lagunamedicalcenterofficial@gmail.com,Mo-Fr 08:00-17:00,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Hi-Precision Diagnostics (Sta. Rosa Branch),,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Laguna,,Sta. Rosa,,,,Unit G01-G02 San Jose Bldg. Sta. Rosa Estates Commercial Strip Tagaytay Rd. Sta. Rosa Laguna,63 9338193864; 63 9178620489; 63 49 5436661,14.246287,121.06069,info@hi-precision.com.ph,Mo-Sa 06:00-16:00,https://www.hi-precision.com.ph/,,,Papu Torres,https://www.webbline.com/hiv-testing-centers/,
